DateTime,AddedIPs,RemovedIPs
1453500002,2,0
1453564802,1,0
1453608003,1,0
1453651203,1,0
1453716002,1,0
1453737603,2,0
1453824003,1,0
1453845602,2,0
1453867203,1,0
1453910402,2,0
1453953602,1,0
1454018402,2,0
1454126403,1,0
1454169602,2,0
1454191202,3,0
1454212802,1,0
1454364001,1,0
1454385602,1,0
1454407202,1,0
1454428803,1,0
1454472003,2,0
1454493602,2,0
1454536803,1,0
1454558402,3,0
1454580002,1,0
1454601603,2,0
1454623202,3,0
1454644803,1,0
1454666402,1,0
1454688002,1,0
1454709602,3,0
1454731203,1,0
1454839202,1,0
1454925603,4,0
1454947201,1,0
1454968802,1,0
1455055202,1,0
1455076802,1,0
1455163203,2,0
1455184803,1,0
1455249605,1,0
1455271203,1,0
1455292802,3,0
1455314403,1,0
1455400802,1,0
1455465602,2,0
1455487202,2,0
1455573603,3,0
1455595203,1,0
1455660002,1,0
1455681602,3,0
1455724803,1,0
1455768002,3,0
1455832802,2,0
1455854404,1,0
1455897601,1,0
1455984003,2,0
1456048803,1,0
1456113602,4,0
1456135203,1,0
1456200002,3,0
1456264802,1,0
1456308003,2,0
1456372802,2,0
1456394402,1,0
1456437602,1,0
1456459204,1,0
1456502402,1,0
1456524002,1,0
1456545603,1,0
1456675202,2,0
1456718403,1,0
1456783202,2,0
1456869602,2,0
1456934403,1,0
1456956002,1,0
1456977601,2,0
1457042402,2,0
1457064003,1,0
1457107202,1,0
1457150401,1,0
1457215203,2,0
1457236802,2,0
1457301602,2,0
1457409602,2,0
1457452801,2,0
1457496003,2,0
1457539203,1,0
1457690402,1,0
1457712003,2,0
1457733602,1,0
1457755203,2,0
1457776803,2,0
1457841603,30,0
1457906403,2,0
1457928002,1,0
1457971203,1,0
1458036003,1,0
1458208803,1,0
1458230402,1,0
1458273601,1,0
1458316803,1,0
1458360002,2,0
1458424803,1,0
1458511202,1,0
1458532803,2,0
1458597603,1,0
1458640803,1,0
1458662403,1,0
1458684003,1,0
1458727202,1,0
1458748802,1,0
1458770403,1,0
1458792011,1,0
1458835203,1,0
1458964802,1,0
1459008002,1,0
1459112402,1,0
1459134003,3,0
1459177202,1,0
1459220403,1,0
1459285203,1,0
1459306803,3,0
1459328404,6,0
1459350003,7,0
1459393202,1,0
1459458003,1,0
1459566003,2,0
1459630803,1,0
1459652403,1,0
1459674002,2,0
1459695603,1,0
1459717202,1,0
1459825203,1,0
1459868402,1,0
1459890004,2,0
1459911603,1,0
1460106002,1,0
1460149202,2,0
1460170807,1,0
1460192401,1,0
1460257202,1,0
1460343602,1,0
1460386801,1,0
1460408403,2,0
1460430002,1,0
1460516403,1,0
1460581202,1,0
1460602803,1,0
1460646001,1,0
1460710802,3,0
1460754001,1,0
1460775602,2,0
1460840403,2,0
1460926802,1,0
1461034802,1,0
1461056402,1,0
1461099602,1,0
1461121202,1,0
1461164402,3,0
1461207601,3,0
1461294003,1,0
1461337201,2,0
1461380402,2,0
1461466802,5,0
1461510002,1,0
1461531602,1,0
1461574802,2,0
1461596402,1,0
1461618001,1,0
1461661202,1,0
